time,open,high,low,close,bb1 Upper,bb1 Lower,SMA 200,SMA 60,SMA 20,IT_High,IT_Low,LT_High,LT_Low,Market_Struct,BOS_Count,PivHigh_Dist,PivLow_Dist,Divergence,Volume,Volume MA, rsi, rsi2 ,ADX,ATR,ATR2,ATR3,SqueezeState,MACD,Signal
2025-08-04T13:00:00+09:00,114524.30 ,114599.40 ,114290.50 ,114334.80 ,114857.4731,113498.8269,116561.4665,113645.665,114178.15,,,,,1,1,0.12 ,0.70 ,0,1360,1402,54.96 ,48.28 ,24.22 ,0.33 ,0.46 ,0.86 ,-1,261.59 ,252.69 
2025-08-04T14:00:00+09:00,114334.80 ,114380.00 ,114130.10 ,114343.60 ,114843.9314,113586.4186,116543.1025,113644.9133,114215.175,,,,,1,1,0.13 ,0.71 ,0,1634,1463,55.13 ,48.32 ,23.85 ,0.29 ,0.47 ,0.88 ,-1,240.24 ,255.54 
2025-08-04T15:00:00+09:00,114343.60 ,114447.20 ,114107.20 ,114374.20 ,114849.8376,113633.7124,116525.0945,113654.3983,114241.775,114950,,,,1,1,0.50 ,0.74 ,0,1199,1472,55.73 ,48.46 ,23.34 ,0.29 ,0.48 ,0.89 ,-1,223.22 ,254.79 
2025-08-04T16:00:00+09:00,114374.20 ,114745.90 ,114348.00 ,114609.90 ,114875.3487,113688.8213,116508.711,113676.595,114282.085,,,,,1,1,0.30 ,0.94 ,0,1483,1392,60.17 ,49.54 ,22.68 ,0.31 ,0.48 ,0.90 ,-1,226.14 ,254.33 
2025-08-04T17:00:00+09:00,114609.90 ,114710.00 ,114306.40 ,114497.80 ,114889.5327,113729.1173,116491.5785,113686.6033,114309.325,,,,,1,1,0.39 ,0.85 ,0,1027,1353,57.23 ,49.04 ,21.80 ,0.32 ,0.49 ,0.91 ,-1,216.90 ,254.15 
2025-08-04T18:00:00+09:00,114497.80 ,114700.00 ,114245.70 ,114272.50 ,114875.6948,113781.8652,116472.657,113693.905,114328.78,,,,,1,1,0.59 ,0.65 ,0,1200,1366,51.75 ,48.04 ,20.87 ,0.35 ,0.49 ,0.92 ,1,189.23 ,245.98 
2025-08-04T19:00:00+09:00,114272.50 ,114454.00 ,114175.70 ,114210.30 ,114829.3234,113876.6766,116452.2535,113712.6217,114353,,,,,1,1,0.65 ,0.60 ,0,871,1308,50.32 ,47.77 ,19.80 ,0.31 ,0.49 ,0.91 ,1,160.43 ,233.02 
2025-08-04T20:00:00+09:00,114210.30 ,114478.60 ,114156.40 ,114453.70 ,114809.8569,113951.9231,116433.74,113732.6817,114380.89,,114107.2,,,1,1,0.43 ,0.30 ,0,1468,1331,55.51 ,48.93 ,18.83 ,0.30 ,0.49 ,0.91 ,1,155.45 ,217.68 
2025-08-04T21:00:00+09:00,114453.70 ,114496.30 ,114259.50 ,114400.60 ,114783.2774,114024.0026,116414.7725,113743.3583,114403.64,,,,,1,1,0.48 ,0.26 ,0,916,1342,54.18 ,48.69 ,18.01 ,0.27 ,0.49 ,0.91 ,1,145.54 ,202.08 
2025-08-04T22:00:00+09:00,114400.60 ,114874.80 ,114067.80 ,114861.60 ,114840.1338,114046.3062,116397.765,113764.1533,114443.22,,,,,1,1,0.08 ,0.66 ,0,4644,1524,62.56 ,50.84 ,17.69 ,0.41 ,0.50 ,0.94 ,1,172.89 ,192.23 
2025-08-04T23:00:00+09:00,114861.60 ,115416.70 ,114586.00 ,114693.00 ,114869.0204,114053.3396,116380.02,113781.485,114461.18,,,,,1,1,0.22 ,0.51 ,0,9531,1872,58.36 ,50.06 ,17.84 ,0.52 ,0.52 ,0.97 ,1,178.91 ,185.41 
2025-08-05T00:00:00+09:00,114693.00 ,114982.40 ,114512.50 ,114772.30 ,114904.8253,114069.2147,116363.4665,113796.6867,114487.02,,,,,1,1,0.15 ,0.58 ,0,2507,1879,59.73 ,50.43 ,18.38 ,0.48 ,0.53 ,0.99 ,1,187.90 ,181.49 
2025-08-05T01:00:00+09:00,114772.30 ,115363.70 ,114772.30 ,115243.60 ,115058.5497,114003.2403,116350.0685,113817.8133,114530.895,,,,,1,2,0.25 ,0.99 ,0,2858,1975,66.74 ,52.54 ,19.47 ,0.49 ,0.54 ,1.01 ,1,230.41 ,181.96 
2025-08-05T02:00:00+09:00,115243.60 ,115684.50 ,115091.60 ,115150.00 ,115156.4454,113982.1446,116336.2265,113838.245,114569.295,,,,,1,2,0.17 ,0.91 ,0,3329,2117,64.34 ,52.09 ,21.23 ,0.50 ,0.56 ,1.05 ,1,253.62 ,186.04 
2025-08-05T03:00:00+09:00,115150.00 ,115276.50 ,114870.00 ,114910.40 ,115189.3998,114013.4402,116320.003,113859.21,114601.42,,114067.8,,,1,2,0.03 ,0.73 ,1,1027,2120,58.55 ,50.95 ,23.34 ,0.45 ,0.57 ,1.06 ,1,249.80 ,192.77 
2025-08-05T04:00:00+09:00,114910.40 ,115089.80 ,114695.90 ,114734.80 ,115183.1816,114078.0084,116303.4505,113872.8267,114630.595,,,,,1,2,0.19 ,0.58 ,0,729,2125,54.67 ,50.13 ,25.59 ,0.42 ,0.58 ,1.08 ,1,229.95 ,200.50 
2025-08-05T05:00:00+09:00,114734.80 ,115027.50 ,114580.00 ,114764.90 ,115173.2409,114079.3291,116286.8985,113891.6967,114626.285,,,,,1,2,0.16 ,0.61 ,0,1637,2081,55.21 ,50.27 ,27.53 ,0.41 ,0.57 ,1.07 ,1,214.18 ,207.02 
2025-08-05T06:00:00+09:00,114764.90 ,115215.70 ,114763.20 ,115064.70 ,115227.2918,114068.4482,116271.3225,113915.4417,114647.87,,,,,1,2,0.10 ,0.87 ,0,820,2029,60.36 ,51.65 ,29.03 ,0.40 ,0.57 ,1.07 ,1,223.30 ,215.66 
2025-08-05T07:00:00+09:00,115064.70 ,115285.70 ,115034.60 ,115284.40 ,115317.0139,114033.1261,116255.745,113945.1317,114675.07,115684.5,,,,1,2,0.35 ,1.06 ,0,1134,1999,63.65 ,52.64 ,30.25 ,0.34 ,0.57 ,1.06 ,-1,245.42 ,223.72 
2025-08-05T08:00:00+09:00,115284.40 ,115289.40 ,114988.40 ,115003.00 ,115352.275,114045.735,116237.899,113966.18,114699.005,,,,,1,2,0.59 ,0.81 ,0,1151,2026,57.11 ,51.27 ,31.02 ,0.31 ,0.56 ,1.05 ,-1,237.52 ,230.23 
2025-08-05T09:00:00+09:00,115003.00 ,115069.00 ,114790.00 ,114842.50 ,115358.2458,114090.5342,116216.719,113987.0533,114724.39,,,,,1,2,0.73 ,0.67 ,0,1092,2013,53.71 ,50.51 ,31.11 ,0.29 ,0.56 ,1.05 ,1,215.81 ,233.33 
2025-08-05T10:00:00+09:00,114842.50 ,115006.70 ,114643.20 ,114666.60 ,115350.7839,114130.2961,116194.1125,114007.8117,114740.54,,,,,1,2,0.89 ,0.52 ,0,1229,1993,50.19 ,49.68 ,30.66 ,0.30 ,0.56 ,1.05 ,1,182.31 ,227.99 
2025-08-05T11:00:00+09:00,114666.60 ,114798.60 ,114573.40 ,114681.30 ,115343.5305,114168.2595,116172.441,114034.8667,114755.895,,,,,1,2,0.87 ,0.53 ,0,678,1967,50.48 ,49.75 ,29.83 ,0.27 ,0.56 ,1.04 ,1,155.16 ,217.05 
2025-08-05T12:00:00+09:00,114681.30 ,114699.50 ,114227.00 ,114227.20 ,115365.6412,114107.8788,116148.776,114058.6533,114736.76,,,,,1,2,1.28 ,0.14 ,0,2104,1998,42.24 ,47.65 ,28.99 ,0.32 ,0.56 ,1.05 ,1,95.90 ,199.95 
2025-08-05T13:00:00+09:00,114227.20 ,114390.90 ,114134.80 ,114303.00 ,115376.1127,114077.9273,116126.559,114077.7117,114727.02,115289.4,,,,1,2,0.86 ,0.21 ,0,1196,2006,43.89 ,48.02 ,28.08 ,0.28 ,0.56 ,1.04 ,-1,54.42 ,180.45 
2025-08-05T14:00:00+09:00,114303.00 ,114450.50 ,114211.30 ,114369.40 ,115368.6445,114095.0855,116102.099,114105.625,114731.865,,,,,1,2,0.80 ,0.26 ,0,1205,2006,45.36 ,48.35 ,27.03 ,0.26 ,0.55 ,1.03 ,-1,26.60 ,159.60 
2025-08-05T15:00:00+09:00,114369.40 ,114475.10 ,114055.70 ,114143.80 ,115376.7699,114080.3101,116075.4085,114136.58,114728.54,,,,,1,2,1.00 ,0.07 ,0,1562,2041,41.39 ,47.31 ,26.00 ,0.30 ,0.55 ,1.02 ,-1,-13.50 ,133.29 
2025-08-05T16:00:00+09:00,114143.80 ,114360.00 ,113669.00 ,113932.00 ,115429.9631,113974.9469,116047.998,114165.8883,114702.455,,,,,-1,1,1.19 ,0.12 ,0,6427,2289,38.03 ,46.36 ,25.39 ,0.40 ,0.56 ,1.04 ,-1,-61.65 ,99.17 
2025-08-05T17:00:00+09:00,113932.00 ,114510.60 ,113885.40 ,114239.80 ,115438.4554,113950.3746,116023.0255,114190.8917,114694.415,,,,,-1,1,0.92 ,0.15 ,0,3018,2394,45.02 ,47.92 ,25.15 ,0.45 ,0.57 ,1.06 ,-1,-74.13 ,64.55 
2025-08-05T18:00:00+09:00,114239.80 ,114761.10 ,114239.70 ,114630.00 ,115423.3075,113942.3625,116001.0055,114221.2033,114682.835,,,,,-1,1,0.58 ,0.49 ,0,1795,2251,52.36 ,49.81 ,25.06 ,0.45 ,0.57 ,1.07 ,-1,-51.93 ,34.80 
2025-08-05T19:00:00+09:00,114630.00 ,115051.50 ,114525.00 ,114791.20 ,115429.7227,113945.7673,115977.8055,114254.32,114687.745,,,,,-1,1,0.43 ,0.63 ,0,3456,1948,55.03 ,50.57 ,24.81 ,0.45 ,0.57 ,1.06 ,-1,-21.08 ,12.20 
2025-08-05T20:00:00+09:00,114791.20 ,114928.70 ,114693.10 ,114775.30 ,115429.9423,113945.8477,115955.3185,114292.1,114687.895,,,,,-1,1,0.45 ,0.62 ,0,1083,1876,54.70 ,50.49 ,24.34 ,0.37 ,0.56 ,1.04 ,-1,2.05 ,-4.81 
2025-08-05T21:00:00+09:00,114775.30 ,114851.20 ,113432.80 ,113904.70 ,115391.4206,113850.4794,115928.817,114308.875,114620.95,,,,,-1,1,1.22 ,0.14 ,0,7365,2102,40.55 ,46.54 ,24.22 ,0.66 ,0.57 ,1.07 ,-1,-49.29 ,-20.95 
2025-08-05T22:00:00+09:00,113904.70 ,114532.60 ,113824.10 ,114333.00 ,115320.0691,113840.1309,115902.9325,114330.3083,114580.1,,,115684.5,,-1,1,0.84 ,0.23 ,0,3122,2091,47.72 ,48.56 ,24.31 ,0.65 ,0.58 ,1.09 ,-1,-54.79 ,-33.08 
2025-08-05T23:00:00+09:00,114333.00 ,114350.90 ,112600.00 ,112990.10 ,115481.3207,113486.8493,115870.6915,114322.375,114484.085,,,,,-1,1,2.03 ,0.95 ,0,15670,2824,33.91 ,43.33 ,24.66 ,0.95 ,0.62 ,1.16 ,-1,-165.60 ,-54.44 
2025-08-06T00:00:00+09:00,112990.10 ,113202.20 ,112638.00 ,112875.60 ,115601.4085,113180.8415,115840.619,114311.2533,114391.125,115051.5,,,,-1,1,1.93 ,1.06 ,0,5790,3077,33.04 ,42.92 ,25.39 ,0.80 ,0.65 ,1.21 ,-1,-259.67 ,-81.79 
2025-08-06T01:00:00+09:00,112875.60 ,113324.00 ,112758.20 ,113129.50 ,115624.056,112994.654,115811.004,114306.4117,114309.355,,,,,-1,1,1.70 ,0.83 ,0,3074,3148,36.93 ,44.10 ,26.62 ,0.70 ,0.67 ,1.25 ,-1,-310.15 ,-109.40 
2025-08-06T02:00:00+09:00,113129.50 ,113628.90 ,113040.80 ,113579.80 ,115538.4635,112931.7565,115784.2525,114306.675,114235.11,,,,,-1,1,1.30 ,0.43 ,0,2595,3237,43.24 ,46.11 ,28.19 ,0.64 ,0.69 ,1.29 ,-1,-310.25 ,-135.63 
2025-08-06T03:00:00+09:00,113579.80 ,113600.00 ,113201.00 ,113588.30 ,115388.6238,112911.9862,115758.4045,114308.1467,114150.305,,,,,-1,1,1.29 ,0.42 ,0,1569,3259,43.36 ,46.15 ,30.08 ,0.54 ,0.70 ,1.32 ,-1,-306.11 ,-163.88 
2025-08-06T04:00:00+09:00,113588.30 ,113720.00 ,113337.90 ,113560.00 ,115276.8565,112879 ,115732.128,114306.8133,114078.155,,112600,,,-1,1,1.31 ,0.85 ,0,1306,3267,43.04 ,46.04 ,31.68 ,0.47 ,0.72 ,1.34 ,-1,-301.64 ,-195.05 
2025-08-06T05:00:00+09:00,113560.00 ,113938.00 ,113433.70 ,113638.10 ,115177.3592,112858.5108,115706.159,114306.825,114017.935,,,,,-1,1,1.24 ,0.91 ,0,1537,3289,44.24 ,46.39 ,32.87 ,0.46 ,0.73 ,1.36 ,-1,-288.46 ,-227.33 
2025-08-06T06:00:00+09:00,113638.10 ,113817.90 ,113507.10 ,113537.10 ,115098.8227,112824.0973,115681.733,114305.725,113961.46,,,,,-1,1,1.33 ,0.83 ,0,984,3277,42.98 ,46.00 ,33.42 ,0.40 ,0.74 ,1.38 ,-1,-282.91 ,-253.29 
2025-08-06T07:00:00+09:00,113537.10 ,113934.10 ,113235.20 ,113906.40 ,115011.0907,112834.3393,115661.365,114306.795,113922.715,,,,,-1,1,1.01 ,1.15 ,0,1875,3337,48.72 ,47.68 ,33.51 ,0.47 ,0.75 ,1.40 ,-1,-245.88 ,-274.52 
2025-08-06T08:00:00+09:00,113906.40 ,114177.70 ,113861.20 ,114070.60 ,114996.6189,112833.1511,115640.9615,114311.2433,113914.885,,,,,-1,1,0.86 ,1.29 ,0,866,3275,51.08 ,48.41 ,33.09 ,0.41 ,0.76 ,1.42 ,-1,-200.97 ,-278.45 
2025-08-06T09:00:00+09:00,114070.60 ,114076.50 ,113693.00 ,113828.20 ,114958.511,112823.779,115620.042,114309.1633,113891.145,,,,,-1,1,1.07 ,1.08 ,0,1273,3279,47.60 ,47.41 ,32.50 ,0.38 ,0.77 ,1.43 ,-1,-182.82 ,-269.91 
2025-08-06T10:00:00+09:00,113828.20 ,113890.60 ,113528.30 ,113773.20 ,114906.6829,112816 ,115600.6785,114307.3267,113861.335,,,,,-1,1,1.12 ,1.03 ,0,1771,3307,46.82 ,47.19 ,31.82 ,0.36 ,0.77 ,1.45 ,-1,-170.91 ,-254.44 
2025-08-06T11:00:00+09:00,113773.20 ,113789.50 ,113440.00 ,113582.60 ,114876.9148,112789.6352,115579.791,114304.9383,113833.275,,,,,-1,1,1.29 ,0.87 ,0,864,3272,44.12 ,46.41 ,31.19 ,0.34 ,0.78 ,1.45 ,-1,-174.84 ,-239.39 
2025-08-06T12:00:00+09:00,113582.60 ,113617.50 ,113350.00 ,113465.50 ,114864.5164,112755.3836,115556.878,114297.765,113809.95,,,,,-1,1,1.40 ,0.76 ,0,1775,3039,42.50 ,45.93 ,30.80 ,0.31 ,0.77 ,1.44 ,-1,-185.26 ,-225.97 
2025-08-06T13:00:00+09:00,113465.50 ,113540.00 ,113309.00 ,113379.70 ,114818.0308,112715.8592,115533.675,114288.3333,113766.945,114177.7,,,,-1,1,0.70 ,0.69 ,0,1023,2940,41.31 ,45.58 ,30.64 ,0.27 ,0.76 ,1.41 ,-1,-198.16 ,-214.47 
2025-08-06T14:00:00+09:00,113379.70 ,114375.70 ,113340.40 ,114110.90 ,114729.3092,112752.6708,115513.7875,114289.015,113740.99,,,,,-1,1,0.06 ,1.32 ,0,3714,3036,53.36 ,48.96 ,30.23 ,0.48 ,0.76 ,1.42 ,-1,-147.68 ,-198.83 
2025-08-06T15:00:00+09:00,114110.90 ,114151.00 ,113877.80 ,114036.30 ,114579.5609,112826.9291,115494.7525,114284.0567,113703.245,,,,,-1,1,0.12 ,1.26 ,0,973,2911,52.18 ,48.64 ,29.77 ,0.40 ,0.76 ,1.41 ,-1,-112.40 ,-179.88 
2025-08-06T16:00:00+09:00,114036.30 ,114254.00 ,113964.60 ,114170.00 ,114433.2282,112912.7318,115475.3725,114282.6317,113672.98,,,,,-1,1,0.01 ,1.38 ,0,1281,2921,54.14 ,49.24 ,29.23 ,0.35 ,0.76 ,1.41 ,1,-72.81 ,-160.65 
2025-08-06T17:00:00+09:00,114170.00 ,114200.00 ,113673.10 ,113895.90 ,114432.2612,112912.8188,115455.1265,114274.795,113672.54,,,,,-1,1,0.25 ,1.14 ,0,2114,2659,49.66 ,48.07 ,28.38 ,0.39 ,0.73 ,1.37 ,1,-62.83 ,-145.30 
2025-08-06T18:00:00+09:00,113895.90 ,114337.20 ,113863.70 ,114039.30 ,114376.1689,112939.5411,115436.637,114269.0833,113657.855,,113309,,,-1,1,0.12 ,0.64 ,0,2985,2652,51.90 ,48.72 ,27.27 ,0.40 ,0.72 ,1.34 ,1,-42.85 ,-129.75 
2025-08-06T19:00:00+09:00,114039.30 ,114178.50 ,113833.40 ,114012.30 ,114373.3992,113044.5308,115416.4245,114264.8233,113708.965,114375.7,,,112600,-1,1,0.32 ,0.62 ,0,2364,1987,51.43 ,48.60 ,25.85 ,0.37 ,0.67 ,1.25 ,1,-28.87 ,-113.97 
2025-08-06T20:00:00+09:00,114012.30 ,114372.10 ,113944.10 ,114180.00 ,114348.5835,113199.7865,115393.7055,114265.3017,113774.185,,,,,-1,1,0.17 ,0.76 ,0,1798,1787,54.18 ,49.37 ,24.27 ,0.37 ,0.64 ,1.19 ,1,-4.21 ,-95.01 
2025-08-06T21:00:00+09:00,114180.00 ,114281.50 ,113743.70 ,113862.70 ,114303.7963,113317.8937,115370.591,114248.8283,113810.845,,,,,-1,1,0.45 ,0.49 ,0,2787,1773,48.59 ,47.99 ,22.73 ,0.40 ,0.62 ,1.15 ,1,-10.15 ,-75.55 
2025-08-06T22:00:00+09:00,113862.70 ,114345.90 ,113520.00 ,114209.40 ,114352.3543,113332.2957,115347.85,114241.7683,113842.325,,,,,-1,1,0.15 ,0.79 ,0,5603,1923,54.15 ,49.57 ,21.32 ,0.51 ,0.61 ,1.13 ,1,12.97 ,-52.09 
2025-08-06T23:00:00+09:00,114209.40 ,115149.00 ,113800.00 ,115134.30 ,114666.0584,113173.1916,115329.95,114248.3333,113919.625,,,,,1,1,0.66 ,1.59 ,0,7694,2229,65.03 ,53.42 ,20.17 ,0.73 ,0.62 ,1.16 ,-1,104.72 ,-24.05 
2025-08-07T00:00:00+09:00,115134.30 ,115488.00 ,114778.00 ,115365.50 ,114967.4017,113052.3983,115312.529,114262.3533,114009.9,,,,,1,1,0.86 ,1.78 ,0,7809,2555,67.13 ,54.31 ,19.56 ,0.69 ,0.64 ,1.19 ,-1,193.85 ,9.98 
2025-08-07T01:00:00+09:00,115365.50 ,115422.00 ,114892.20 ,115089.00 ,115131.7317,113033.1583,115293.599,114274.9233,114082.445,,,,,1,1,0.62 ,1.55 ,0,4010,2678,62.31 ,53.07 ,19.38 ,0.61 ,0.65 ,1.21 ,-1,239.42 ,44.67 
2025-08-07T02:00:00+09:00,115089.00 ,115458.30 ,114970.70 ,115452.00 ,115352.9198,113003.4602,115277.1825,114293.3967,114178.19,,,,,1,1,0.93 ,1.86 ,0,1523,2705,65.78 ,54.47 ,19.62 ,0.55 ,0.66 ,1.23 ,-1,301.34 ,85.14 
2025-08-07T03:00:00+09:00,115452.00 ,115675.00 ,115240.00 ,115368.40 ,115526.8925,112975.6875,115262.6115,114309.9667,114251.29,,113520,,,1,1,0.86 ,1.60 ,0,3238,2773,64.32 ,54.09 ,20.20 ,0.49 ,0.66 ,1.24 ,-1,339.76 ,127.65 
2025-08-07T04:00:00+09:00,115368.40 ,115474.10 ,115065.00 ,115208.60 ,115646.4613,112969.9187,115245.847,114319.945,114308.19,,,,,1,1,0.72 ,1.47 ,0,899,2775,61.49 ,53.37 ,21.10 ,0.45 ,0.66 ,1.24 ,-1,353.24 ,170.11 
2025-08-07T05:00:00+09:00,115208.60 ,115211.90 ,114954.10 ,114988.30 ,115716.7295,113015.6605,115226.5005,114328.12,114366.195,,,,,1,1,0.53 ,1.28 ,0,618,2742,57.72 ,52.38 ,22.09 ,0.37 ,0.66 ,1.24 ,-1,342.20 ,208.59 
2025-08-07T06:00:00+09:00,114988.30 ,115184.60 ,114735.00 ,115011.70 ,115777.7909,113078.4491,115208.617,114340.44,114428.12,,,,,1,1,0.55 ,1.30 ,0,1423,2725,58.01 ,52.48 ,22.80 ,0.38 ,0.67 ,1.24 ,-1,331.52 ,246.56 
2025-08-07T07:00:00+09:00,115011.70 ,115159.00 ,114994.70 ,115050.90 ,115818.5933,113184.4767,115194.929,114354.45,114501.535,,,,,1,1,0.59 ,1.33 ,0,452,2704,58.54 ,52.64 ,23.12 ,0.30 ,0.66 ,1.24 ,-1,322.50 ,280.95 
2025-08-07T08:00:00+09:00,115050.90 ,115067.40 ,114921.80 ,114944.00 ,115815.3246,113335.5954,115182.8985,114362.6217,114575.46,115675,,,,1,1,0.64 ,1.24 ,0,425,2637,56.48 ,52.15 ,23.05 ,0.24 ,0.66 ,1.23 ,-1,303.23 ,303.01 
2025-08-07T09:00:00+09:00,114944.00 ,114973.00 ,114814.70 ,114860.40 ,115765.5637,113533.4263,115168.6825,114370.285,114649.495,,,,,1,1,0.71 ,1.17 ,0,540,2613,54.85 ,51.76 ,22.53 ,0.21 ,0.65 ,1.22 ,-1,278.01 ,312.36 
2025-08-07T10:00:00+09:00,114860.40 ,115151.60 ,114536.30 ,114705.10 ,115767.6351,113590.7749,115153.5565,114367.6767,114679.205,,,,,1,1,0.85 ,1.03 ,0,3323,2593,51.87 ,51.04 ,21.74 ,0.32 ,0.64 ,1.19 ,-1,242.69 ,312.72 
2025-08-07T11:00:00+09:00,114705.10 ,114823.10 ,114301.70 ,114515.00 ,115754.3849,113652 ,115138.3505,114364.71,114703.14,,,,,1,1,1.01 ,0.87 ,0,2405,2665,48.40 ,50.17 ,20.99 ,0.36 ,0.64 ,1.19 ,-1,197.09 ,301.14 
2025-08-07T12:00:00+09:00,114515.00 ,114576.20 ,114350.00 ,114509.90 ,115747.063,113693.207,115123.4555,114360.3367,114720.135,,,,,1,1,1.02 ,0.86 ,0,690,2635,48.31 ,50.15 ,20.36 ,0.31 ,0.63 ,1.18 ,-1,158.71 ,281.02 
2025-08-07T13:00:00+09:00,114509.90 ,114621.70 ,114227.00 ,114313.80 ,115715.7011,113766.3589,115107.6995,114344.84,114741.03,,,,,1,1,1.19 ,0.69 ,0,1155,2587,44.74 ,49.24 ,20.09 ,0.32 ,0.63 ,1.17 ,-1,111.19 ,254.13 
2025-08-07T14:00:00+09:00,114313.80 ,114538.20 ,114240.40 ,114538.20 ,115691.8463,113840.1037,115092.628,114334.6433,114765.975,,,,,1,1,0.99 ,0.89 ,0,1096,2493,49.35 ,50.29 ,20.15 ,0.30 ,0.62 ,1.16 ,-1,90.59 ,226.17 
2025-08-07T15:00:00+09:00,114538.20 ,114742.60 ,114465.00 ,114608.20 ,115658.9387,113932.6013,115076.6635,114329.6067,114795.77,,,,,1,1,0.93 ,0.95 ,0,1451,2447,50.73 ,50.61 ,20.32 ,0.28 ,0.61 ,1.15 ,-1,79.00 ,198.11 
2025-08-07T16:00:00+09:00,114608.20 ,114839.00 ,114600.00 ,114749.20 ,115640.5752,114007.8848,115060.9105,114329.8467,114824.23,,,,,1,1,0.81 ,1.07 ,0,919,2403,53.49 ,51.27 ,20.56 ,0.26 ,0.61 ,1.13 ,-1,80.27 ,171.20 
2025-08-07T17:00:00+09:00,114749.20 ,115140.40 ,114749.20 ,114901.10 ,115563.1075,114189.1925,115046.9495,114332.1167,114876.15,,,,,1,1,0.67 ,1.20 ,0,2245,2376,56.32 ,51.96 ,20.72 ,0.28 ,0.60 ,1.11 ,-1,92.47 ,147.78 
2025-08-07T18:00:00+09:00,114901.10 ,115028.00 ,114791.80 ,115012.80 ,115532.9881,114299.6519,115032.972,114331.2517,114916.32,,114227,,,1,1,0.58 ,0.68 ,0,1013,2147,58.33 ,52.48 ,20.68 ,0.26 ,0.58 ,1.08 ,1,109.88 ,129.10 
2025-08-07T19:00:00+09:00,115012.80 ,116376.80 ,114993.70 ,116285.00 ,115829.5374,114118.1726,115024.531,114347.9283,114973.855,,,,,1,2,0.52 ,1.77 ,0,11650,2344,73.36 ,57.71 ,21.02 ,0.57 ,0.57 ,1.06 ,-1,223.76 ,127.00 
2025-08-07T20:00:00+09:00,116285.00 ,116761.00 ,116285.00 ,116452.30 ,116089.7334,113966.6566,115016.251,114372.0833,115028.195,,,,,1,2,0.67 ,1.91 ,0,6519,2280,74.66 ,58.33 ,21.72 ,0.51 ,0.55 ,1.03 ,-1,323.77 ,141.07 
2025-08-07T21:00:00+09:00,116452.30 ,116535.20 ,115980.40 ,116337.20 ,116296.1103,113885.0997,115008.206,114396.995,115090.605,,,,,1,2,0.57 ,1.81 ,0,3793,2269,72.06 ,57.74 ,22.52 ,0.50 ,0.54 ,1.02 ,-1,389.26 ,166.69 
2025-08-07T22:00:00+09:00,116337.20 ,116699.00 ,116153.10 ,116589.00 ,116512.4575,113782.4525,115001.416,114429.035,115147.455,,,,,1,2,0.78 ,2.03 ,0,2619,2324,74.18 ,58.67 ,23.68 ,0.49 ,0.54 ,1.01 ,-1,456.22 ,205.03 
2025-08-07T23:00:00+09:00,116589.00 ,116626.30 ,116139.90 ,116300.00 ,116646.7778,113741.2922,114991.764,114456.0133,115194.035,,,,,1,2,0.54 ,1.78 ,0,2428,2283,67.83 ,57.19 ,25.26 ,0.47 ,0.54 ,1.00 ,-1,480.43 ,248.34 
2025-08-08T00:00:00+09:00,116300.00 ,116748.10 ,116187.50 ,116634.50 ,116848.0729,113682.5871,114984.5745,114496.135,115265.33,,,,,1,2,0.82 ,2.06 ,0,2314,2354,70.93 ,58.43 ,27.18 ,0.47 ,0.54 ,1.01 ,-1,520.60 ,297.41 
2025-08-08T01:00:00+09:00,116634.50 ,116700.00 ,115576.40 ,116206.60 ,116954.7662,113697.7238,114974.0135,114527.8617,115326.245,116761,,,,1,2,0.48 ,1.70 ,0,4606,2553,62.62 ,56.30 ,28.98 ,0.64 ,0.56 ,1.05 ,-1,512.01 ,345.38 
2025-08-08T02:00:00+09:00,116206.60 ,116507.00 ,116071.30 ,116467.40 ,117093.5948,113704 ,114965.7535,114562.8283,115399.03,,,,,1,2,0.25 ,1.92 ,0,2015,2583,65.29 ,57.27 ,30.09 ,0.55 ,0.57 ,1.07 ,-1,520.25 ,392.91 
2025-08-08T03:00:00+09:00,116467.40 ,116532.20 ,116090.90 ,116513.40 ,117225.5192,113718.7908,114958.441,114602.3217,115472.155,,,,,1,2,0.21 ,1.96 ,0,1219,2621,65.75 ,57.44 ,30.50 ,0.49 ,0.59 ,1.10 ,-1,524.45 ,438.97 
2025-08-08T04:00:00+09:00,116513.40 ,117476.70 ,116432.90 ,117396.40 ,117518.0268,113671.5232,114957.798,114660.0617,115594.775,,,,,1,3,0.54 ,2.70 ,0,6309,2916,73.18 ,60.52 ,30.86 ,0.62 ,0.62 ,1.15 ,-1,592.20 ,479.91 
2025-08-08T05:00:00+09:00,117396.40 ,117436.60 ,117066.10 ,117119.00 ,117708.8736,113706.5364,114954.9425,114708.0483,115707.705,,,,,1,3,0.31 ,2.47 ,0,3264,3052,68.18 ,59.14 ,31.13 ,0.52 ,0.64 ,1.19 ,-1,616.40 ,512.42 
2025-08-08T06:00:00+09:00,117119.00 ,117300.00 ,116956.00 ,117044.10 ,117851.0098,113798.3002,114952.0235,114748.2833,115824.655,,115576.4,,,1,3,0.24 ,1.25 ,0,1537,2962,66.85 ,58.78 ,31.23 ,0.45 ,0.65 ,1.21 ,-1,622.36 ,538.32 
