time,open,high,low,close,bb1 Upper,bb1 Lower,SMA 200,SMA 60,SMA 20,IT_High,IT_Low,LT_High,LT_Low,Market_Struct,BOS_Count,Volume,Volume MA,  rsi,rsi2 ,ADX,ATR,SqueezeState,MACD,Signal
2025-10-13T11:00:00+09:00,115603.2,115867.6,114902.2,115236.5,116476.3067,110261.4933,119798.422,112758.77,113368.9,NaN,NaN,NaN,NaN,1,1,1736.799423,3129.688201,66.6515396,49.5194477,44.82472676,0.787332715,-1,900.2643044,674.6165237
2025-10-13T12:00:00+09:00,115236.5,115528,114520.3,114732.2,116562.4948,110504.6052,119762.4375,112688.1083,113533.55,NaN,NaN,NaN,NaN,1,1,2172.692141,3166.841681,60.74393345,48.39398174,46.32780849,0.819964325,-1,857.2138268,735.1869058
2025-10-13T13:00:00+09:00,114732.2,114924.7,114338.1,114642.5,116573.9277,110835.4523,119726.4535,112629.4167,113704.69,NaN,NaN,NaN,NaN,1,1,2640.485621,3236.847562,59.72983339,48.19508958,47.36345812,0.717629797,-1,806.5604461,777.7262433
2025-10-13T14:00:00+09:00,114642.5,114769.1,114441.6,114557,116589.8141,111100.4559,119688.528,112578.8233,113845.135,NaN,NaN,NaN,NaN,1,1,1101.063664,3222.818692,58.72348564,48.00312357,47.95612942,0.574071562,-1,750.8626641,799.6772137
2025-10-13T15:00:00+09:00,114557,115322,114356.9,115156.5,116615.7883,111432.9017,119653.1605,112545.1,114024.345,NaN,NaN,NaN,NaN,1,1,1975.538358,3270.293801,63.38211147,49.4444692,48.38510116,0.660080939,-1,746.491323,810.836021
2025-10-13T16:00:00+09:00,115156.5,115510.4,114955.7,115350,116636.5827,111770.3573,119618.187,112524.145,114203.47,115867.6,NaN,NaN,NaN,1,1,2266.184994,3312.429564,64.76444364,49.90203921,48.6272155,0.599610522,-1,749.995357,812.2387279
2025-10-13T17:00:00+09:00,115350,115373.4,115069.3,115182.5,116554.625,112200.275,119583.5615,112540.6233,114377.45,NaN,NaN,NaN,NaN,1,1,1404.874738,3296.013342,62.56276673,49.50609297,48.69945947,0.488326923,-1,730.8319037,806.816729
2025-10-13T18:00:00+09:00,115182.5,115194.9,114703.3,115053.9,116213.3439,112923.8661,119547.2055,112570.53,114568.605,NaN,114338.1,NaN,NaN,1,1,1473.429484,3284.923119,60.85233772,49.20013259,48.32173387,0.468341162,-1,697.230544,792.2467861
2025-10-13T19:00:00+09:00,115053.9,115090.8,114674.4,114756.9,115941.8511,113448.0289,119500.977,112589.6417,114694.94,NaN,NaN,NaN,NaN,1,1,1091.68592,2917.52062,56.97800836,48.49355335,47.76896124,0.433986844,1,639.2667374,764.3019007
2025-10-13T20:00:00+09:00,114756.9,114756.9,113550,114131.9,115793.8069,113699.6231,119452.92,112613.3567,114746.715,NaN,NaN,NaN,NaN,-1,1,6315.768872,2749.740053,49.79345487,47.0422406,46.92861474,0.643395842,1,536.7108578,723.9070733
